UniqueID,BottleNo,True Bottle ID,NumID,Location No,Distance From Dam,Lake ID (4 dig.),Sampling Type (B/S),NH4Results,NOxResults,PO4Results,TPResults,NH4 BDL,Nox BDL,PO4 BDL,TP BDL,Microcystin Concentration,Chla (Avg 24 and on),Pheo (Avg 24 and on),NPOC (AVG) mg/L? [TOC],TN (AVG) mg/L? [TOC],Secchi Depth (m),Lat,Long,Month,Day,Year,Exclude,Date,FLIR,TIMEHHMMSS,DATEMMDDYYYY,FILENAME,FAULTCODE,BAROMETERMMHG,CONDSCM,SPCONDSCM,TDSMGL,SALPSU,NLFCONDSCM,DEPTHM,VERTICALPOSITIONM,PRESSUREPSIA,ODOSAT,ODOMGL,ODOCB,GPSLATITUDE,GPSLONGITUDE,ALTITUDEM,ORPMV,PH,PHMV,CABLEPWRV,BATTERYV,TEMPC,TURBIDITYFNU,TSSMGL,FULLDATETIME,SITE,BAND 1,BAND 2,BAND 3,BAND 4,BAND 5,BAND 6,BAND 7,BAND 8
10001,10202022FM1,20221020-FREE-B1,1101,1,NaN,FREE,Boat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.731,-86.753,10,20,2022,FALSE,10/20/2022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10002,10202022FM2,20221020-FREE-B2,1102,2,NaN,FREE,Boat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.74,-86.744,10,20,2022,FALSE,10/20/2022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10003,10202022FM3,20221020-FREE-B2,1102,2,NaN,FREE,Boat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.745,-86.74,10,20,2022,FALSE,10/20/2022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10004,10202022FM4,20221020-FREE-B1,1101,1,NaN,FREE,Boat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.729,-86.756,10,20,2022,FALSE,10/20/2022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10005,20230310-1,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0561,6.424,-0.004,-0.001,0.05,6.424,0.05,0.05,NaN,3.87,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10006,20230310-2,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0085,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,40.73183,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10007,20230310-3,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0185,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10008,20230310-4,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0885,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10009,20230310-5,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.086,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10010,20230310-6,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0191,6.193,-0.002,0.0905,0.05,6.193,0.05,0.05,NaN,1.36,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10011,20230310-7,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0935,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10012,20230310-8,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0865,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10013,20230310-9,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.043,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10014,20230310-10,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.0875,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.73183,-86.75501,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10015,20230310-11,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0129,5.8425,-0.0005,0.094,0.05,5.8425,0.05,0.05,NaN,1.96,NaN,NaN,NaN,NaN,40.74647,-86.75747,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10016,20230310-12,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0162,6.133,-0.003,0.0715,0.05,6.133,0.05,0.05,NaN,2.00,NaN,NaN,NaN,NaN,40.74641,-86.75789,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10017,20230310-13,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.009,5.536,-0.008,0.111,0.05,5.536,0.05,0.111,NaN,2.27,NaN,NaN,NaN,NaN,40.77869,-86.75792,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10018,20230310-14,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0127,5.33,-0.003,0.0925,0.05,5.33,0.05,0.05,NaN,2.69,NaN,NaN,NaN,NaN,40.77855,-86.7584,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10019,20230310-15,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,0.0184,5.268,-0.006,0.0635,0.05,5.268,0.05,0.05,NaN,1.95,NaN,NaN,NaN,NaN,40.8329,-86.78371,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10020,20230310-16,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.077,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.8329,-86.78371,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10021,20230310-17,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.1925,NaN,NaN,NaN,0.1925,NaN,NaN,NaN,NaN,NaN,NaN,40.8329,-86.78371,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10022,20230310-18,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,0.074,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,40.8329,-86.78371,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10023,20230310-19,20230310-SHAF-S?,?,?,NaN,SHAF,Bridge,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.8329,-86.78371,3,10,2023,FALSE,3/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10024,20230407-1,20230407-MISS-S?,?,?,NaN,MISS,Shore,0.0298,3.626,-0.003,0.3765,0.05,3.626,0.05,0.3765,NaN,1.59,NaN,NaN,NaN,NaN,40.680591,-85.895761,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10025,20230407-2,20230407-MISS-S?,?,?,NaN,MISS,Shore,0.0099,4.177,0.03,0.239,0.05,4.177,0.05,0.239,NaN,3.80,NaN,NaN,NaN,NaN,40.668591,-85.848779,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026,20230407-3,20230407-MISS-S?,?,?,NaN,MISS,Shore,0.0863,4.6,0.086,0.55675,0.05,4.6,0.05,0.55675,NaN,2.78,NaN,NaN,NaN,NaN,40.703469,-85.936367,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10027,20230407-4,20230407-SALA-S?,?,?,NaN,SALA,Shore,0.1072,3.973,0.155,0.2915,0.1072,3.973,0.155,0.2915,NaN,4.84,NaN,NaN,NaN,NaN,40.780611,-85.636382,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10028,20230407-5,20230407-SALA-S?,?,?,NaN,SALA,Shore,0.1047,3.702,0.065,0.408,0.1047,3.702,0.05,0.408,NaN,1.24,NaN,NaN,NaN,NaN,40.772695,-85.640409,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10029,20230407-6,20230407-SALA-S?,?,?,NaN,SALA,Shore,NaN,NaN,NaN,0.108,NaN,NaN,NaN,0.108,NaN,NaN,NaN,NaN,NaN,NaN,40.751393,-85.58142,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10030,20230407-7,20230407-SALA-S?,?,?,NaN,SALA,Shore,0.04975,4.438,0.2475,0.351333333,0.05,4.438,0.2475,0.351333333,NaN,2.69,NaN,NaN,NaN,NaN,40.772738,-85.604953,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10031,20230407-8,20230407-SALA-S?,?,?,NaN,SALA,Shore,0.1137,4.533,0.111,0.5795,0.1137,4.533,0.111,0.5795,NaN,3.34,NaN,NaN,NaN,NaN,40.792323,-85.666663,4,7,2023,FALSE,4/7/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10032,20230424-1,20230424-SHAF-B1,4101,1,6865,SHAF,Boat,0.50075,5.052,0.256,0.0795,0.50075,5.052,0.256,0.05,NaN,2.30,NaN,NaN,NaN,NaN,40.83488,-86.80777,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10033,20230424-2,20230424-SHAF-B2,4102,2,8165,SHAF,Boat,0.013,5.411,-0.003,0.032,0.05,5.411,0.05,0.05,NaN,2.36,NaN,NaN,NaN,NaN,40.84079,-86.80492,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10034,20230424-3,20230424-SHAF-B3,4103,3,NaN,SHAF,Boat,0.0205,5.31,-0.004,0.0495,0.05,5.31,0.05,0.05,NaN,2.23,NaN,NaN,NaN,NaN,40.84282,-86.81634,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10035,20230424-4,20230424-SHAF-B4,4104,4,NaN,SHAF,Boat,0.0097,7.327,-0.005,0.05625,0.05,7.327,0.05,0.05,NaN,9.43,NaN,NaN,NaN,NaN,40.84724,-86.81371,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10036,20230424-5,20230424-SHAF-B5,4105,5,6425,SHAF,Boat,0.0309,4.736,-0.003,0.0605,0.05,4.736,0.05,0.05,NaN,24.82,NaN,NaN,NaN,NaN,40.82403,-86.79594,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10037,20230424-6,20230424-SHAF-B5,4105,5,6425,SHAF,Boat,0.0154,2.808,-0.004,0.01675,0.05,2.808,0.05,0.05,NaN,2.20,NaN,NaN,NaN,NaN,40.82316,-86.79117,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10038,20230424-7,20230424-SHAF-B8,4108,8,5065,SHAF,Boat,0.7074,3.169,0.344,0.01975,0.7074,3.169,0.344,0.05,NaN,0.59,NaN,NaN,NaN,NaN,40.80922,-86.79087,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10039,20230424-8,20230424-SHAF-B8,4108,8,5065,SHAF,Boat,0.7743,3.215,0.3625,0.0195,0.7743,3.215,0.3625,0.05,NaN,0.65,NaN,NaN,NaN,NaN,40.80904,-86.7937,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10040,20230424-9,20230424-SHAF-B9,4109,9,3385,SHAF,Boat,0.0266,3.425,-0.008,0.02525,0.05,3.425,0.05,0.05,NaN,0.90,NaN,NaN,NaN,NaN,40.80384,-86.77625,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10041,20230424-10,20230424-SHAF-B10,4110,10,2205,SHAF,Boat,0.65915,3.411,0.318,0.03625,0.65915,3.411,0.318,0.05,NaN,0.94,NaN,NaN,NaN,NaN,40.79437,-86.77264,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10042,20230424-11,20230424-SHAF-B11,4111,11,1385,SHAF,Boat,0.78615,3.5685,0.2975,0.028,0.78615,3.5685,0.2975,0.05,NaN,7.84,NaN,NaN,NaN,NaN,40.78677,-86.77071,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10043,20230424-12,20230424-SHAF-B12,4112,12,275,SHAF,Boat,0.0237,3.416,-0.01,0.03725,0.05,3.416,0.05,0.05,NaN,7.65,NaN,NaN,NaN,NaN,40.78186,-86.76098,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10044,20230424-13,20230424-SHAF-S?,?,?,NaN,SHAF,Shore,0.0632,4.714,-0.002,0.056,0.05,4.714,0.05,0.05,NaN,27.38,NaN,NaN,NaN,NaN,40.825103,-86.795,4,24,2023,FALSE,4/24/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10045,20230510-S1,20230510-MISS-S?,?,?,NaN,MISS,Shore,0.0025,6.679,0.16,0.2135,0.05,6.679,0.16,0.2135,NaN,1.54,NaN,NaN,NaN,NaN,40.668349,-85.848617,5,10,2023,FALSE,5/10/2023,NaN,17:24:36,5/10/2023,NaN,NaN,744.6,459.4,509.1,509072,0.25,513.7,0.123,0.121,0.175,98,8.9,99.6,40.71405,-85.93676,216,104.9,8.35,-120.3,11.8,0,19.896,10.56,0,5/10/2023,MISS-S1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10046,20230510-S2,20230510-MISS-S?,?,?,NaN,MISS,Shore,0.1629,6.642,0.086,0.213,0.1629,6.642,0.05,0.213,NaN,1.54,NaN,NaN,NaN,NaN,40.668568,-85.848867,5,10,2023,FALSE,5/10/2023,NaN,17:31:34,5/10/2023,NaN,NaN,744.4,463.6,502.5,502469,0.24,506.2,0.121,0.111,0.172,106.2,9.46,107.9,40.71452,-85.93775,216.2,145.7,8.25,-114.8,11.8,0,20.951,30.98,0,5/10/2023,MISS-S2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10047,20230510-S3,20230510-MISS-S?,?,?,NaN,MISS,Shore,1.0888,1.78,0.285,0.176,1.0888,1.78,0.285,0.176,NaN,9.86,NaN,NaN,NaN,NaN,40.680658,-85.895798,5,10,2023,FALSE,5/10/2023,NaN,15:14:41,5/10/2023,NaN,NaN,745.1,430.4,482.1,482106,0.23,486.8,0.14,0.146,0.198,113.5,10.43,115.2,40.70568,-85.95435,214.6,186.4,8.32,-118.3,11.8,0,19.39,12.23,0,5/10/2023,MISS-S3A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10048,20230510-S4,20230510-MISS-S?,?,?,NaN,MISS,Shore,1.0567,4.6415,0.2685,0.375,1.0567,4.6415,0.2685,0.375,NaN,7.83,NaN,NaN,NaN,NaN,40.680741,-85.895805,5,10,2023,FALSE,5/10/2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
